timestamp,open,high,low,close,volume
2018-10-01,153.5000,153.5000,153.5000,153.5000,0
2018-09-28,153.3900,154.7200,150.6500,153.5000,21211444
2018-09-27,157.3400,159.3000,154.2800,154.7900,5103726
2018-09-26,157.4400,158.1600,153.5890,157.1000,2690881
2018-09-25,159.9100,163.1900,157.2900,157.2900,2932539
2018-09-24,155.4200,159.9000,155.1600,158.8700,2631007
2018-09-21,153.0300,155.9200,152.6600,154.7300,2456874
2018-09-20,155.4200,153.5800,148.7500,152.5600,1704192
2018-09-19,155.4200,155.4200,149.5300,150.2600,1843455
2018-09-18,155.8100,156.8900,154.8400,155.7700,1475504
2018-09-17,156.0700,156.4100,154.7600,155.5900,695413
2018-09-14,155.6700,156.8570,155.4900,156.0900,1466036
2018-09-13,155.9800,156.4200,153.8400,155.9100,1413566
2018-09-12,156.0400,157.6400,155.0300,155.8900,1058819
2018-09-11,152.5500,155.5000,152.4300,154.9400,1278742
2018-09-10,153.4900,154.3300,152.8000,153.2200,973126
2018-09-07,153.1200,153.8300,151.7300,153.2900,599014
2018-09-06,154.9500,157.6500,153.7800,153.8000,907304
2018-09-05,155.4800,156.2700,152.9800,155.4700,1255835
2018-09-04,153.2100,157.1000,153.2100,155.9200,1831526
2018-08-31,153.2100,153.3300,150.6900,152.7900,2571840
2018-08-30,154.8100,155.3000,152.3200,153.7900,1627870
2018-08-29,155.5400,156.7400,154.1900,155.4500,1013309
2018-08-28,155.0500,156.7200,154.8700,155.5500,1298115
2018-08-27,155.6900,156.9900,154.4700,155.3800,1453835
2018-08-24,152.4500,155.6100,152.3200,155.2600,1578449
2018-08-23,149.6500,152.2900,149.3000,152.2400,839833
2018-08-22,148.0000,150.2000,147.8400,149.7100,1320085
2018-08-21,147.3100,150.6400,147.3100,147.9000,2004088
2018-08-20,145.0000,148.1800,144.8380,147.5100,996508
2018-08-17,144.9500,145.3200,143.5200,144.8400,965760
2018-08-16,145.7600,147.0300,144.1300,144.2300,1106743
2018-08-15,148.2400,148.5000,144.4400,145.1000,1364750
2018-08-14,148.9200,149.7300,147.6400,148.8400,942132
2018-08-13,150.3700,151.4700,148.7400,148.8100,1049415
2018-08-10,149.3700,150.7100,149.3400,150.2300,682635
2018-08-09,151.5800,152.2000,149.5900,149.9200,846285
2018-08-08,150.0500,152.0700,149.3000,151.5100,929879
2018-08-07,149.3300,152.0200,148.4300,150.8400,1403797
2018-08-06,148.4300,148.6600,146.8800,148.3900,1352020
2018-08-03,148.0600,149.0950,146.1800,147.1800,1358416
2018-08-02,148.7000,149.2600,147.6100,148.4500,580093
2018-08-01,149.4800,150.4300,148.6800,149.8200,797884
2018-07-31,151.7000,152.9700,149.9600,150.0600,1539091
2018-07-30,151.1100,152.3300,150.6800,150.8000,1195719
2018-07-27,149.0300,151.6000,148.5700,150.3100,1313935
2018-07-26,141.3000,149.8050,141.3000,148.9600,1821121
2018-07-25,139.1100,140.7710,138.4300,140.5100,774355
2018-07-24,138.4900,140.2500,138.4900,138.9800,1002593
2018-07-23,138.0200,138.3000,136.7100,137.9200,727596
2018-07-20,137.1700,138.1050,136.4900,136.9400,1223036
2018-07-19,136.9000,138.4600,136.9000,137.4900,938875
2018-07-18,134.8800,137.3100,133.9400,136.9200,1976699
2018-07-17,134.5400,137.1100,134.1600,135.6000,891463
2018-07-16,134.3700,135.6800,133.8000,135.0700,449576
2018-07-13,133.7200,136.0300,133.5400,135.4900,841949
2018-07-12,133.4600,133.9600,131.6500,133.6800,656241
2018-07-11,134.8100,135.4500,131.7400,132.8400,672920
2018-07-10,135.7000,137.8000,135.6100,135.7700,796047
2018-07-09,133.4000,136.1800,133.4000,135.6300,1369360
2018-07-06,131.1200,134.3700,131.1200,132.9900,1146107
2018-07-05,134.4800,135.3500,129.8500,131.8800,2336790
2018-07-03,133.4600,137.0800,133.2100,133.4000,2888528
2018-07-02,130.1000,131.8500,129.7600,131.8100,1537878
2018-06-29,130.7100,133.1200,130.7100,131.1800,1245094
2018-06-28,129.9100,131.7700,129.6250,130.2800,1333033
2018-06-27,132.8800,133.4700,129.6300,129.9000,1586121
2018-06-26,130.8800,132.6500,130.7900,131.6600,842521
2018-06-25,134.7800,134.9100,129.4900,130.4800,1929729
2018-06-22,136.5600,137.6600,134.6900,135.0500,3040749
2018-06-21,136.9700,136.9700,134.8700,135.0600,1406237
2018-06-20,138.2100,138.8200,136.4400,137.0800,763134
2018-06-19,136.9900,139.2580,136.8300,137.9900,1465203
""
2018-06-18,136.9000,139.2900,135.8800,138.3800,922524
2018-06-15,138.1100,139.3600,135.6700,136.0000,2712267
2018-06-14,139.6100,140.4700,138.8840,139.0200,1027384
2018-06-13,139.6600,139.9600,137.8000,138.5700,1389769
2018-06-12,142.8200,143.6900,138.7900,139.3100,1719530
2018-06-11,144.8700,144.8700,141.6000,142.8700,1337321
2018-06-08,144.5000,145.3400,143.2000,144.6800,1470299
2018-06-07,144.3300,145.8400,143.6700,144.8000,1116462
2018-06-06,146.9800,146.9800,142.6700,144.5000,1211313
2018-06-05,149.7600,149.8900,145.8500,146.8000,1247428
2018-06-04,150.0800,151.8850,148.8600,149.5700,1424960
2018-06-01,145.5400,149.7800,144.6200,149.6800,1377925
2018-05-31,145.0000,150.4400,144.4300,144.4300,2205567
2018-05-30,142.7800,146.6600,142.5100,145.8500,1765096
2018-05-29,141.3000,144.3650,141.0200,142.5100,1236472
2018-05-25,142.1800,142.7700,139.3400,141.1900,1674181
2018-05-24,143.1800,144.8200,142.0000,143.9900,2022934
2018-05-23,142.6900,144.4000,140.8100,144.0000,1269232
2018-05-22,144.1100,146.7400,143.2600,143.7000,989078
2018-05-21,145.8300,145.9400,143.5400,144.0700,1648496
2018-05-18,145.4000,147.1000,144.4000,144.7100,1940661
2018-05-17,141.3200,147.2800,141.3200,146.8100,1852314
2018-05-16,140.8600,141.4100,139.2100,140.7100,1375290
2018-05-15,141.7800,143.2530,140.1550,141.2300,2754442
2018-05-14,140.7800,142.4300,140.5500,142.1100,1807472
2018-05-11,140.7100,141.3370,139.7600,140.1600,2058297
2018-05-10,141.4600,142.2800,139.5500,140.6700,2155391
2018-05-09,138.5500,142.1170,138.4800,140.2800,1751915
2018-05-08,139.5000,139.6500,136.1100,137.5500,2356101
2018-05-07,140.2900,143.3800,139.5600,139.6300,1910644
2018-05-04,140.6900,141.4400,139.0700,139.7600,2170361
2018-05-03,138.3100,141.7300,136.5800,141.5600,3201535
2018-05-02,132.8500,141.3800,132.8500,138.5800,4641895
2018-05-01,137.1700,137.9500,129.9200,133.4800,7934518
2018-04-30,134.3900,144.0800,132.1800,138.3200,14758477
2018-04-27,124.6900,125.0500,121.4100,122.3800,1332416
2018-04-26,120.3600,126.1100,119.2200,125.1500,2527084
2018-04-25,118.3200,120.4100,117.1600,120.0900,1690894
2018-04-24,119.3100,121.9000,118.2500,118.9200,1586323
2018-04-23,118.1100,119.7100,117.2700,119.5400,1161558
2018-04-20,116.6700,117.8400,115.4200,117.8100,1160823
2018-04-19,116.3100,117.2800,115.1400,116.4800,1772676
2018-04-18,116.0000,117.6300,114.7700,116.7000,2106196
2018-04-17,114.8900,116.3700,113.5500,115.4800,1554308
2018-04-16,111.3600,115.1150,110.8800,113.8400,2246921
2018-04-13,110.6500,111.1200,109.1400,110.5600,1309404
2018-04-12,113.4300,113.4300,108.7700,110.1300,2063118
2018-04-11,110.2900,113.6500,109.8700,113.1100,1845868
2018-04-10,108.2600,111.1600,107.1300,110.2900,2319702
2018-04-09,106.8300,108.0800,106.4600,106.5800,1908194
2018-04-06,107.3500,110.2000,105.5600,106.9000,3553515
2018-04-05,104.2000,108.1880,103.0000,107.7600,2524675
2018-04-04,101.3100,104.3900,100.3100,104.1100,1482670
2018-04-03,101.0500,102.7800,100.2000,102.7200,1766948
2018-04-02,100.5000,101.4300,98.4000,100.5000,1528704
2018-03-29,99.7500,101.0200,99.5600,100.5600,1117252
2018-03-28,101.9000,101.9000,98.4700,99.0300,1420159
